12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
12.047,11.826,11.826,10.626,10.246,9.385,9.556,9.152,7.909,9.2,9.418,8.094,6.822,7.495,7.353,7.819,7.393,7.393,7.229,7.234,6.764,6.275,6.601,7.007,6.251,5.024,4.854,5.31,4.855,4.855,4.785,3.425,2.645,3.545,3.553,3.023,3.132,2.805,1.009,1.306,-0.586,-1.441,-1.441,-1.031,-0.181,0.326,0.802,-1.441,-0.334,-0.461,-0.962,-0.452,0.057,0.205,1.042,-2.718,-0.452,-0.452,-0.142,0.203,-2.718,-2.718,-3.048,-3.232,-2.147,-2.884,-2.884,-3.574,-3.644,-4.354,-4.181,-5.806,-4.995,-4.136,-4.677,-6.141,-5.542,-5.542,-5.448,-5.542,-5.542,-5.542,-5.759,-5.759,-5.759,-5.759,-5.759,-6.127,-6.696,-6.127,-7.422,-6.606,-7.555,-7.39,-7.459,-6.872,-7.071,-7.071,-7.071,-7.071,-7.071,-8.709,-10.06,-9.493,-9.779,-9.779,-9.779,-9.779,-9.779,-9.779,-10.419,-10.419,-10.419
